frame,x1,y1,w,h,score,ms
4457,-22.05,-4.31,480,140.13,0.9768,34.6
4458,-41.15,0.7,480,138.64,0.9777,33.9
4459,-39.4,-1.15,480,138.53,0.9689,32.8
4460,-40.3,-1.97,480,140.4,0.9794,34.3
4461,-30.39,1.25,480,139.35,0.9537,33.8
4462,-31.61,-2.21,480,137.44,0.9672,34.0
4463,-41.03,-10.43,480,135.91,0.9508,33.9
4464,-44.39,-8.95,480,134.38,0.944,33.0
4465,-26.94,-6.58,480,133.09,0.9805,32.5
4466,-33.33,-10.79,480,130.71,0.9909,33.3
4467,-41.55,-8.36,480,131.52,0.9655,33.7
4468,-35.98,-8.29,480,130.86,0.9779,33.9
4469,-37.97,-6.76,480,128.72,0.9689,33.2
4470,-32.77,-10.78,480,127.99,0.9682,32.0
4471,-37.92,-13.83,480,125.44,0.9773,33.0
4472,-49.62,-10.37,480,126.12,0.9782,34.2
4473,-55.25,-10.56,480,125.0,0.9587,34.0
4474,-54.11,-9.93,480,125.79,0.9739,32.8
4475,-47.71,-10.32,480,124.62,0.9749,31.9
4476,-14.87,-10.93,480,124.13,0.9554,32.5
4477,-20.97,-11.89,480,123.65,0.9718,34.0
4478,-9.92,-6.78,480,122.95,0.966,33.6
4479,-10.54,-6.49,480,122.85,0.9645,33.1
4480,9.85,-6.73,475.27,121.18,0.9603,31.8
4481,-11.29,1.13,472.72,119.75,0.9341,32.5
4482,-1.52,2.44,472.58,121.92,0.9393,33.7
4483,-13.85,8.26,474.28,124.66,0.8898,33.2
4484,-35.89,7.33,479.79,124.65,0.8856,32.5
4485,-34.97,1.52,480,125.15,0.8665,32.0
4486,-39.52,7.42,479.27,128.98,0.9035,33.4
4487,-19.19,-1.47,480,131.37,0.953,34.0
4488,-43.82,2.38,480,134.19,0.9671,33.5
4489,-18.68,-2.76,478.28,134.58,0.9517,33.0
4490,-44.85,-10.51,480,134.42,0.9755,32.4
4491,-27.45,-7.01,480,134.19,0.9376,33.1
4492,-42.89,-8.03,480,134.26,0.9422,34.3
4493,-22.54,-6.89,480,134.54,0.9461,33.7
4494,-43.06,-9.96,480,133.52,0.9582,33.1
4495,-42.03,-4.8,480,133.4,0.9282,32.3
4496,-43.15,-10.43,480,131.8,0.9558,33.5
4497,-40.93,-8.23,480,129.37,0.9248,34.0
4498,-52.05,-6.74,480,129.92,0.8306,33.3
4499,-24.93,-12.96,480,132.07,0.9686,32.6
4500,-40.85,-14.31,480,131.3,0.9378,32.4
4501,-60.07,-12.43,480,130.35,0.9355,33.4
4502,-55.32,-11.35,480,131.94,0.9196,34.3
4503,-40.6,-13.02,480,132.19,0.9266,33.5
4504,-60.12,-15.66,480,133.02,0.8883,32.7
4505,-38.9,-7.41,480,131.79,0.9154,32.5
4506,-23.73,-10.05,480,131.44,0.9613,33.7
4507,-31.43,-9.27,480,130.6,0.9528,34.5
4508,-50.96,-5.18,480,130.59,0.943,33.1
4509,-45.38,-10.4,480,132.1,0.9671,32.0
4510,-44.89,-8.06,480,130.62,0.9455,32.9
4511,-42.54,-8.85,480,129.31,0.9383,34.1
4512,-48.55,-11.86,480,127.88,0.937,34.3
4513,-44.31,-11.82,480,126.18,0.9434,33.5
4514,-49.57,-12.72,480,126.82,0.9372,32.5
4515,-68.65,-10.38,480,127.83,0.9469,32.5
4516,-59.68,-8.13,480,125.39,0.8885,34.0
4517,-39.57,-1.98,480,125.49,0.8883,33.9
4518,-6.53,-32.83,480,126.28,0.9758,32.8
4519,-39.46,-26.02,480,125.83,0.9114,32.4
4520,-31.79,-19.36,480,125.75,0.9521,32.7
4521,-43.16,-7.59,480,124.75,0.9506,33.8
4522,-51.93,-7.48,480,127.74,0.8702,33.3
4523,-50.49,-8.09,480,127.16,0.9698,32.9
4524,-49.5,-11.54,480,127.42,0.9603,32.2
4525,-36.69,-12.04,480,124.64,0.9458,33.5
4526,-36.71,-6.69,480,125.62,0.9489,33.9
4527,-38.92,-9.15,480,125.19,0.9516,33.4
4528,-31.55,-7.99,480,124.23,0.9451,32.7
4529,-48.6,-9.89,480,124.14,0.9597,32.1
4530,-45.16,-13.03,478.84,124.13,0.9533,33.8
4531,-46.79,-10.81,480,120.14,0.9521,33.8
4532,-51.37,-9.97,480,118.69,0.8933,33.0
4533,-69.39,-5.66,480,117.83,0.867,32.2
4534,-45.13,-5.4,480,119.37,0.7938,32.1
4535,-38.13,-6.17,480,121.9,0.8444,33.7
4536,-40.52,-4.81,480,121.61,0.9018,34.2
4537,-40.55,-10.11,480,123.6,0.9175,33.1
4538,-38.34,-10.81,480,124.27,0.9248,32.1
4539,-41.66,-9.64,480,124.05,0.9313,32.6
4540,-38.97,-9.25,480,124.45,0.7866,34.2
4541,-43.59,-7.03,480,123.92,0.931,34.2
4542,-29.65,-7.73,480,125.2,0.7698,33.1
4543,-41.88,-5.66,480,124.09,0.8028,31.9
4544,-24.96,-7.32,480,123.35,0.8722,32.8
4545,-50.55,-0.54,479.76,125.04,0.7391,33.9
4546,-25.97,-7.16,480,124.91,0.9005,33.7
4547,-48.53,-8.53,480,126.0,0.7418,32.8
4548,-24.86,-6.63,480,126.87,0.8611,31.9
4549,-34.45,-10.96,480,126.19,0.8285,33.0
4550,-18.72,-6.69,480,128.38,0.8593,33.8
4551,-32.22,-12.08,480,127.92,0.888,33.2
4552,-23.66,-6.42,480,128.78,0.8228,32.6
4553,-35.32,-12.49,480,129.89,0.8823,32.2
4554,-35.26,-12.36,480,129.3,0.919,33.8
4555,-57.02,-10.49,480,132.17,0.9149,33.9
4556,-40.93,-12.93,480,133.62,0.9073,33.3
4557,-28.99,-13.2,480,131.81,0.8485,32.5
4558,-24.91,-12.47,480,131.8,0.7377,32.8
4559,-27.48,-13.69,480,131.48,0.5404,33.8
4560,-31.97,-9.98,480,133.19,0.641,34.4
4561,-32.78,-7.15,480,134.6,0.713,33.5
4562,-38.93,3.46,480,134.11,0.5525,32.6
4563,-40.83,-2.51,480,137.92,0.7286,32.0
4564,-50.7,-2.79,480,137.0,0.8328,33.9
4565,-60.99,3.49,480,135.78,0.763,34.1
4566,-45.11,-0.11,480,138.03,0.8623,33.8
4567,-57.55,3.14,480,139.91,0.7353,33.1
4568,-57.47,5.24,480,141.42,0.7383,32.6
4569,-42.49,-27.96,480,137.35,0.7088,32.7
4570,-68.96,13.39,480,138.54,0.5248,34.0
4571,-56.29,-16.09,480,135.6,0.5676,34.7
4572,0.5,86.31,473.45,141.89,0.4596,33.6
4573,22.52,75.48,465.08,150.45,0.5827,32.6
4574,18.54,69.23,456.74,156.88,0.6186,32.3
4575,-28.35,1.86,461.45,156.2,0.5346,33.4
4576,16.81,79.81,447.71,159.04,0.7641,34.3
4577,24.53,87.37,437.23,163.75,0.7718,34.0
4578,30.38,82.94,429.37,167.81,0.7973,33.0
4579,-13.1,90.8,421.13,170.71,0.5719,32.0
4580,30.97,93.47,420.21,170.66,0.2872,32.6
4581,-23.86,-42.17,435.51,158.56,0.6594,33.6
4582,-12.34,-34.08,448.68,149.31,0.7031,34.0
4583,-24.34,-27.56,455.13,144.47,0.5285,33.3
4584,-20.39,-19.4,466.77,139.56,0.7505,32.1
4585,-36.77,-13.68,472.87,137.38,0.6864,32.7
4586,-22.93,-10.95,480,137.26,0.88,34.2
4587,-30.65,-9.78,480,136.86,0.8619,34.2
4588,-16.28,-8.96,480,135.4,0.9251,33.4
4589,-27.38,-11.84,480,138.11,0.764,33.0
4590,-30.83,-6.86,476.95,140.16,0.8192,32.7
4591,-32.89,-20.8,480,138.01,0.944,33.7
4592,-41.24,-13.31,480,138.26,0.9051,34.4
4593,-23.76,-4.51,480,137.5,0.9248,33.9
4594,0.99,-11.78,478.58,142.41,0.8896,33.4
4595,-22.94,-14.17,479.51,143.92,0.9341,32.9
4596,-37.22,-10.96,480,146.77,0.9603,33.1
4597,-27.45,-14.01,480,147.16,0.9331,34.3
4598,-6.86,-18.69,478.28,148.01,0.9664,34.8
4599,-18.52,-17.64,480,145.31,0.9086,34.3
4600,-43.91,-13.96,480,147.54,0.8712,33.4
4601,-32.66,-17.47,480,145.81,0.9411,32.6
4602,-32.9,-11.45,480,140.79,0.8978,33.6
4603,-37.78,-10.75,480,139.55,0.9114,34.5
4604,-43.9,-8.42,480,140.11,0.9254,34.2
4605,-45.82,-10.06,480,140.48,0.9092,33.3
4606,-47.74,-14.4,480,138.61,0.9698,32.5
4607,-51.4,-10.79,480,137.23,0.9336,32.7
4608,-44.26,-13.86,480,136.42,0.9653,34.2
4609,-69.49,-9.11,480,136.43,0.9417,35.0
4610,-48.42,-3.79,478.31,137.01,0.8516,33.6
4611,-55.16,-8.98,480,138.97,0.8155,32.6
4612,-47.48,-10.1,480,139.46,0.884,32.4
4613,-45.92,-8.31,480,139.4,0.8941,33.3
4614,-57.7,-10.49,480,140.74,0.7769,34.4
4615,-17.86,-14.11,478.85,139.95,0.9571,34.2
4616,-38.98,-13.29,480,137.02,0.9355,33.3
4617,-26.16,-7.51,480,137.59,0.9158,32.4
4618,-16.97,-10.36,480,138.13,0.8886,33.1
4619,-18.5,-12.62,480,138.29,0.9144,34.1
4620,-14.66,-11.05,480,139.39,0.8592,34.1
4621,-17.0,-4.94,477.14,138.64,0.8198,33.7
4622,-3.63,-27.36,463.3,135.07,0.8871,32.7
4623,10.68,-18.77,462.6,129.02,0.9157,32.3
4624,-6.66,-12.33,469.57,125.18,0.9196,33.4
4625,-4.55,-3.11,475.33,124.54,0.9288,33.8
4626,-17.5,-3.86,480,129.87,0.9199,33.0
4627,-22.17,-8.67,480,132.01,0.9543,32.5
4628,-34.06,-13.93,480,135.47,0.9538,32.4
4629,-34.87,-5.05,477.13,138.15,0.7688,34.2
4630,-25.19,-7.49,480,138.47,0.9633,34.4
4631,-35.23,-12.16,480,139.45,0.9261,33.5
4632,-35.68,-8.13,480,139.0,0.9432,32.9
4633,-38.67,-9.67,480,139.3,0.9614,32.2
4634,-50.99,-10.03,480,139.45,0.976,33.7
4635,-41.98,-9.57,480,140.09,0.9597,34.8
4636,-28.03,-8.01,480,139.19,0.9477,34.0
4637,-40.77,-6.78,480,137.34,0.9262,33.0
4638,-46.03,-5.44,480,137.87,0.9463,32.2
4639,-40.74,-8.42,480,137.83,0.9083,33.8
4640,-41.07,-4.81,477.63,139.63,0.9428,34.2
4641,-29.91,-33.27,480,135.62,0.9376,34.2
4642,-45.05,-22.48,473.99,135.23,0.9428,33.5
4643,-40.18,-10.62,480,134.35,0.9225,32.3
4644,-47.31,-4.61,477.39,137.44,0.9307,32.9
4645,-29.38,-30.27,480,132.36,0.9018,34.1
4646,-42.46,-22.61,469.44,130.86,0.9197,33.9
4647,-37.94,-13.42,475.09,128.24,0.9196,32.8
4648,-25.82,-6.28,472.8,131.22,0.9524,32.0
4649,-39.34,-6.75,473.92,131.98,0.9319,33.1
4650,-35.36,-6.32,470.65,134.02,0.9228,34.0
4651,-48.64,-4.27,470.13,134.96,0.8898,33.5
4652,-3.58,-33.8,473.5,130.65,0.8625,32.8
4653,-34.28,-25.12,470.42,128.65,0.8888,32.6
4654,-53.28,-9.28,461.7,127.79,0.8627,33.3
4655,-38.68,-9.03,458.08,128.5,0.8908,34.0
4656,-50.06,-2.63,458.62,130.17,0.8242,33.0
4657,-35.15,-3.52,463.59,131.34,0.7555,31.7
4658,-48.17,-4.48,468.95,132.45,0.7462,32.3
4659,-25.1,-29.87,470.18,126.41,0.93,33.7
4660,-31.84,-21.72,469.65,122.75,0.9289,34.2
4661,-54.99,-6.01,456.65,123.45,0.8759,33.3
4662,-51.31,-3.7,453.67,125.46,0.8213,32.1
4663,-25.1,-29.59,459.98,121.92,0.8669,32.7
4664,-33.37,-20.85,447.72,119.11,0.9375,33.8
4665,-17.63,-14.11,452.84,117.11,0.8759,33.4
4666,-49.96,-0.84,451.71,116.79,0.6741,32.4
4667,-15.74,-26.89,452.94,114.31,0.8732,31.5
4668,-36.13,-20.42,450.34,111.35,0.9054,33.1
4669,-31.84,-13.2,440.18,112.24,0.8638,33.3
4670,-41.66,-2.77,443.83,111.03,0.785,31.8
4671,-19.92,-0.5,449.25,111.81,0.752,31.1
4672,-6.32,-20.5,440.41,109.96,0.7718,33.0
4673,-23.89,-10.95,444.41,108.51,0.8383,33.5
4674,-36.94,-4.2,450.62,108.45,0.8601,32.3
4675,-25.08,0.73,452.87,109.12,0.5999,31.3
4676,-15.89,-19.19,447.78,109.59,0.7041,33.2
4677,-15.71,-11.47,444.25,109.18,0.8972,33.3
4678,-35.31,-4.79,446.44,108.97,0.7077,32.2
4679,-34.35,-2.32,448.92,111.12,0.8825,31.1
4680,-27.25,-6.82,446.18,114.67,0.8602,32.9
4681,-18.42,-9.28,449.81,117.19,0.6485,33.4
4682,-36.95,-10.08,452.73,117.46,0.3523,32.6
4683,-25.07,-11.81,457.02,118.57,0.5132,31.5
4684,-36.82,-7.17,459.62,119.52,0.4385,32.7
4685,-37.24,-3.75,463.29,121.43,0.4977,33.5
4686,-41.51,-6.34,471.99,122.9,0.4157,32.9
4687,-41.93,-3.72,478.52,125.43,0.4995,31.9
4688,-32.75,-2.17,480,127.09,0.2982,32.5
4689,-41.95,0.66,480,130.33,0.6657,33.8
4690,-37.25,2.16,480,132.6,0.4654,33.3
4691,-46.66,6.75,480,135.32,0.4208,32.9
4692,-50.6,50.06,475.59,139.55,0.2553,32.5
4693,-11.15,52.23,470.41,144.89,0.3894,33.5
4694,-15.07,54.96,465.08,149.19,0.3851,34.2
4695,-21.08,56.55,459.36,153.01,0.4156,34.2
4696,78.45,130.06,449.42,161.74,0.443,33.2
4697,87.89,89.7,448.17,165.53,0.368,32.4
4698,82.07,114.28,438.02,176.74,0.6699,33.3
4699,61.73,112.82,435.04,180.46,0.4511,34.1
4700,75.44,109.13,432.54,180.63,0.3868,34.7
4701,-9.93,61.65,430.01,183.25,0.5499,34.1
4702,56.68,90.42,426.37,188.17,0.5288,33.1
4703,13.53,55.53,425.51,188.29,0.4544,33.0
4704,3.31,56.2,426.18,188.03,0.3109,33.4
4705,-1.5,51.81,424.21,189.49,0.716,34.5
4706,-16.63,51.68,425.95,189.32,0.7572,34.0
4707,-25.45,54.79,420.33,190.2,0.556,33.3
4708,13.66,58.14,418.98,190.34,0.3161,33.0
4709,11.87,61.72,417.67,192.04,0.7075,33.6
4710,26.43,55.73,413.54,190.58,0.6356,34.3
4711,13.04,56.35,413.69,190.9,0.3493,33.8
4712,-2.11,55.53,407.94,190.42,0.4916,33.5
4713,-1.19,63.54,404.79,190.27,0.476,32.2
4714,-9.7,62.32,403.25,190.4,0.3423,32.4
4715,-6.72,54.57,401.34,191.27,0.3205,34.3
4716,-45.72,54.42,397.96,191.27,0.2355,34.0
4717,-11.33,56.2,397.78,191.51,0.4508,33.0
4718,7.95,25.56,406.68,187.27,0.5203,32.1
4719,-25.96,63.11,403.52,188.47,0.3873,32.9
4720,-31.7,60.64,399.67,191.2,0.6341,34.0
4721,-14.53,59.7,399.64,191.27,0.3824,33.8
4722,-24.49,58.96,398.68,191.45,0.4582,33.2
4723,-30.49,51.89,395.59,191.62,0.5164,32.2
4724,-21.6,50.52,393.12,191.31,0.5685,32.8
4725,-7.9,22.73,393.88,189.36,0.3585,34.0
4726,-7.19,57.28,391.7,189.92,0.6259,33.5
4727,22.1,26.24,395.96,187.7,0.4952,32.5
4728,17.44,35.7,398.15,186.03,0.3254,32.0
4729,41.92,36.04,403.27,185.37,0.4631,32.9
4730,-3.74,10.66,412.48,182.86,0.4325,34.0
4731,-53.25,79.09,403.68,185.81,0.502,33.5
4732,20.45,45.38,402.97,184.32,0.3776,32.6
4733,31.39,77.14,399.37,184.51,0.6416,31.9
4734,35.46,78.23,397.87,184.94,0.3984,32.9
4735,116.47,80.83,396.51,186.47,0.3898,34.0
4736,93.69,80.03,397.41,186.66,0.1367,33.2
4737,77.99,82.37,399.89,186.7,0.236,32.2
4738,68.46,82.51,400.94,189.38,0.4187,32.5
4739,18.09,54.7,402.07,188.42,0.2213,33.9
4740,17.67,63.51,402.32,187.37,0.2924,34.4
4741,3.8,41.15,404.99,185.57,0.2378,33.3
4742,-19.69,-14.63,414.84,181.21,0.2668,32.3
4743,40.42,33.99,418.07,181.03,0.3142,33.2
4744,-18.79,20.16,426.08,176.37,0.6073,33.9
4745,6.31,25.22,426.27,176.08,0.1953,34.4
4746,9.78,28.27,423.29,175.01,0.66,33.8
4747,43.31,31.08,423.31,175.66,0.268,32.9
4748,78.3,29.3,425.96,177.69,0.3762,32.0
4749,-36.93,19.37,430.81,175.78,0.4105,33.0
4750,-65.44,5.71,435.3,170.54,0.4145,34.3
4751,-79.85,20.13,435.61,170.37,0.0937,34.3
4752,-128.42,34.3,435.21,170.36,0.0302,33.7
4753,-116.72,40.31,434.78,170.49,0.0144,32.9
4754,-117.58,55.63,433.6,170.9,0.0349,32.7
4755,-71.53,191.43,420.28,182.95,0.1878,34.2
4756,-67.1,215.32,415.3,187.67,0.0708,34.3
4757,-91.77,218.83,409.13,192.78,0.0843,33.9
4758,-83.63,213.62,398.43,202.51,0.1548,33.2
4759,-78.63,134.82,387.31,209.52,0.2407,32.6
4760,-73.44,143.96,381.33,214.54,0.0922,32.6
4761,-63.69,142.64,376.63,217.51,0.1177,33.9
4762,38.38,76.56,380.48,211.29,0.3856,34.4
4763,17.35,80.03,381.36,209.23,0.1606,33.4
4764,19.46,76.14,381.79,206.8,0.2441,32.5
4765,24.68,79.75,381.78,204.86,0.1987,32.3
4766,24.15,80.01,381.97,203.73,0.1286,33.6
4767,25.95,79.55,382.48,202.2,0.1437,33.9
4768,48.67,85.87,388.28,198.43,0.3227,33.2
4769,-34.31,-54.38,403.94,186.6,0.4614,32.6
4770,-24.84,-51.68,425.99,172.43,0.6384,32.4
4771,-31.86,-49.27,435.64,166.31,0.3484,33.8
4772,-43.52,-46.31,439.83,163.66,0.1802,34.4
4773,-46.95,-43.03,446.88,159.56,0.251,33.7
4774,-61.09,-41.42,456.16,154.11,0.3809,32.9
4775,-54.41,-40.19,462.31,150.23,0.2794,32.3
4776,-68.53,-42.29,469.01,147.46,0.2725,33.2
4777,-76.3,-39.55,469.85,146.57,0.1116,34.5
4778,-53.87,-40.75,474.54,144.09,0.227,34.0
4779,-70.65,-38.23,478.78,142.5,0.1906,33.2
4780,-87.1,3.07,479.51,142.55,0.0863,32.6
4781,-57.17,-35.06,480,140.62,0.1856,33.7
4782,-53.42,-33.01,480,137.47,0.3748,34.2
4783,-57.31,-26.63,480,136.52,0.1071,34.2
4784,-13.78,114.52,473.24,143.21,0.3673,33.6
4785,3.59,112.89,469.38,147.29,0.2382,32.7
4786,45.0,110.5,466.5,152.73,0.3691,32.9
4787,54.34,109.91,464.11,156.41,0.3,34.2
4788,31.93,106.11,462.34,158.7,0.1802,34.3
4789,19.69,100.63,459.08,160.69,0.2924,34.1
4790,2.32,101.21,456.14,163.31,0.3022,33.2
4791,18.66,93.6,456.63,168.61,0.6747,33.0
4792,44.02,94.18,455.52,171.48,0.3931,33.6
4793,22.47,97.95,455.82,172.03,0.166,34.6
4794,25.19,100.53,456.6,175.47,0.3924,34.4
4795,14.92,105.6,453.05,176.83,0.2149,33.6
4796,16.66,106.27,452.86,177.53,0.1278,33.1
4797,-56.85,-40.76,465.41,170.84,0.3928,33.4
4798,-41.22,-32.44,473.94,167.82,0.2182,35.0
4799,33.23,87.36,468.63,172.62,0.5256,35.2
4800,7.05,86.58,464.34,176.33,0.3441,34.8
4801,2.9,82.98,460.13,178.65,0.3198,34.0
4802,28.9,82.89,455.27,182.01,0.3855,33.5
4803,8.25,84.64,453.72,183.46,0.3061,33.4
4804,19.1,87.4,449.21,187.07,0.6704,33.9
4805,6.05,87.75,449.35,188.05,0.428,34.9
4806,39.94,93.56,445.46,188.65,0.5735,34.7
4807,6.56,95.1,446.16,189.65,0.2299,34.5
4808,16.74,93.34,445.79,190.84,0.2899,33.6
4809,48.57,89.56,444.39,194.42,0.4955,33.1
4810,37.12,96.1,441.72,195.98,0.3947,34.8
4811,69.18,98.1,435.57,197.83,0.5444,34.7
4812,48.87,93.43,435.36,197.53,0.3216,34.9
4813,-11.89,-49.66,448.29,179.79,0.7149,34.8
4814,-12.87,-41.39,464.66,164.13,0.763,33.8
4815,-41.43,-36.58,473.76,154.9,0.8405,33.2
4816,-30.24,-32.25,478.72,148.42,0.7273,32.9
4817,-25.56,-27.21,480,142.46,0.7286,33.8
4818,-26.5,-22.96,478.98,140.43,0.8506,34.3
4819,-41.34,-19.52,479.2,139.69,0.6614,34.0
4820,-35.66,-20.52,480,139.16,0.7168,33.6
4821,-40.69,-21.7,480,135.83,0.7405,32.8
4822,-23.9,-19.77,480,131.59,0.8804,33.0
4823,-44.73,-21.1,480,131.1,0.8302,34.2
4824,-51.62,-19.89,480,128.5,0.8743,33.5
4825,-67.03,-19.25,480,127.39,0.817,32.9
4826,-69.02,-17.4,480,127.61,0.7819,32.4
4827,-69.74,-15.01,480,128.73,0.6063,33.6
4828,-57.79,-14.75,480,128.71,0.2452,34.0
4829,-43.74,-10.09,480,128.18,0.2622,33.5
4830,-40.26,101.16,473.63,132.41,0.3883,33.0
4831,-53.07,74.42,472.02,134.14,0.2536,32.4
4832,-61.15,81.1,468.44,138.05,0.4048,32.8
4833,-30.24,83.86,464.62,141.0,0.4057,34.3
4834,-36.96,80.54,458.52,144.53,0.2943,34.2
4835,-49.83,116.24,452.08,146.21,0.3157,33.6
4836,-38.87,108.23,436.82,153.43,0.6775,32.6
4837,-93.27,101.81,417.7,159.71,0.7278,31.8
4838,-82.34,106.09,404.2,161.29,0.6707,33.1
4839,-26.79,112.99,393.6,157.31,0.7305,33.8
4840,-49.62,123.78,390.42,154.96,0.4628,32.3
4841,-28.79,132.38,387.69,151.82,0.5247,30.9
4842,4.85,134.82,381.52,147.75,0.6169,31.9
4843,-15.52,144.18,377.89,145.42,0.3936,32.6
4844,-13.84,146.12,378.12,144.33,0.2432,31.7
4845,-26.48,153.68,374.29,142.68,0.3999,30.5
4846,29.31,157.82,373.18,139.85,0.4309,32.0
4847,29.91,3.48,393.13,133.89,0.6371,31.4
4848,28.12,-18.01,411.18,127.49,0.7242,30.8
4849,6.35,-15.93,421.69,124.08,0.6469,31.7
4850,2.67,-12.43,430.12,122.7,0.7337,33.2
4851,-23.97,-10.53,445.12,119.88,0.9115,32.5
4852,-12.44,-10.25,452.45,118.7,0.8621,31.6
4853,-16.63,-16.3,457.02,118.4,0.6757,31.9
4854,-44.3,-18.46,473.98,118.04,0.8707,33.2
4855,-34.81,-22.3,480,118.16,0.8322,33.2
4856,-49.97,-23.45,480,118.7,0.8236,32.9
4857,-42.38,-27.02,480,117.85,0.3879,32.2
4858,-55.25,3.96,480,119.51,0.408,32.5
4859,-54.46,-0.38,480,122.3,0.4913,33.9
4860,-45.28,-30.47,480,120.54,0.7509,33.2
4861,-48.27,-21.18,480,119.92,0.2036,33.0
4862,-39.81,-22.08,480,123.0,0.7022,32.1
4863,-43.84,-20.62,480,124.62,0.7915,33.1
4864,-50.49,-16.52,480,125.04,0.4335,34.0
4865,-84.29,99.23,475.71,127.43,0.3081,34.5
4866,-48.89,93.69,457.46,138.53,0.8233,33.2
4867,-29.84,89.99,441.18,143.89,0.7227,32.0
4868,-54.15,115.61,421.93,154.93,0.5727,32.2
4869,-79.35,110.1,407.21,160.85,0.6307,33.6
4870,-68.86,106.95,391.05,163.74,0.8109,33.0
4871,-62.88,108.14,389.8,163.93,0.7482,31.3
4872,-46.9,108.22,381.99,165.29,0.7259,31.4
4873,-9.77,107.96,377.57,160.88,0.7959,33.0
4874,1.45,108.8,374.51,156.49,0.7931,32.4
4875,17.25,107.96,369.13,153.87,0.7223,30.8
4876,14.94,107.94,361.23,151.38,0.8294,31.5
4877,-16.05,113.71,355.82,148.99,0.7437,32.4
4878,-18.81,116.93,348.45,148.66,0.63,31.4
4879,-28.78,114.39,338.92,149.84,0.757,29.8
4880,-50.33,116.51,332.01,150.32,0.5824,31.5
4881,-38.92,117.4,326.03,148.17,0.7514,31.1
4882,-42.11,118.39,318.36,150.45,0.7487,29.3
4883,-45.74,112.23,313.25,149.97,0.7746,31.4
4884,-22.91,114.59,312.22,147.43,0.5844,30.5
4885,-9.69,116.23,312.86,140.61,0.8038,29.2
4886,-25.37,119.2,311.14,138.02,0.7586,31.0
4887,-24.86,123.28,305.11,137.52,0.7483,30.3
4888,-42.57,123.79,301.56,137.44,0.5312,29.5
4889,-21.21,122.65,296.63,134.33,0.9136,31.0
4890,-23.44,126.67,292.01,132.64,0.5322,29.9
4891,-28.33,130.73,288.44,131.01,0.6864,29.6
4892,-36.0,128.08,279.89,129.49,0.7507,30.6
4893,-24.16,117.64,271.19,134.2,0.7058,29.1
4894,-23.31,116.06,267.87,132.79,0.8114,29.9
4895,-34.25,116.48,269.02,129.92,0.8145,29.8
4896,-12.51,116.73,268.24,126.92,0.8464,29.2
4897,-4.39,115.56,268.01,124.51,0.913,31.1
4898,-17.48,116.96,267.91,120.69,0.7245,29.8
4899,-17.13,118.74,268.73,119.89,0.771,29.6
4900,-22.3,123.61,268.19,119.39,0.7886,31.1
4901,-21.65,125.04,267.58,116.77,0.8834,29.1
4902,-13.43,125.77,263.7,117.18,0.8432,29.8
4903,-20.52,130.47,262.36,113.46,0.7793,30.2
4904,-15.16,135.39,260.83,112.38,0.7189,28.8
4905,-8.9,134.85,253.69,110.72,0.8973,30.4
4906,-5.12,134.81,254.09,106.39,0.8033,29.5
4907,-4.08,137.2,252.27,105.65,0.7668,29.2
4908,-14.16,141.05,249.99,104.18,0.7434,30.4
4909,-10.77,145.46,244.9,102.4,0.9197,28.9
4910,-5.03,147.43,236.75,104.12,0.9215,29.3
4911,-8.0,144.44,234.03,101.96,0.7562,29.1
4912,-11.07,143.7,231.12,100.86,0.6734,29.0
4913,-21.08,142.99,228.32,100.83,0.8066,30.0
4914,-18.09,145.13,221.77,99.81,0.8647,27.9
4915,-16.04,149.41,218.42,98.05,0.7783,29.7
4916,0.05,148.01,217.31,94.01,0.8561,28.9
4917,-19.21,151.14,211.85,93.66,0.6809,29.4
4918,-16.93,149.7,206.56,93.12,0.7956,29.3
4919,-17.31,148.27,203.48,92.86,0.6489,28.1
4920,-17.8,150.78,199.8,92.68,0.8192,29.3
4921,-12.16,150.51,197.23,91.56,0.6428,27.9
4922,-7.35,151.82,191.15,90.91,0.9004,28.8
4923,-8.77,141.55,192.07,89.73,0.7949,28.5
4924,-7.33,147.43,191.73,89.84,0.6567,28.9
4925,-13.26,151.43,192.67,89.08,0.8085,28.9
4926,-16.13,155.37,193.3,89.3,0.8052,27.6
4927,-29.15,160.84,189.55,90.03,0.7012,29.5
4928,-19.57,163.1,190.4,89.74,0.4293,28.4
4929,-9.36,166.26,189.53,90.24,0.5679,29.4
4930,-10.36,169.43,190.63,89.73,0.8201,28.9
4931,1.45,173.23,185.99,91.26,0.6705,28.9
4932,-14.39,178.62,184.35,91.36,0.7484,29.0
4933,-3.47,181.36,183.65,91.4,0.4065,27.7
4934,-7.95,183.87,182.44,91.04,0.5106,29.2
4935,-13.69,181.8,181.65,91.85,0.6817,28.5
4936,-12.37,193.17,180.3,91.81,0.3405,28.7
4937,-0.7,189.98,177.11,92.53,0.5499,28.6
4938,0.93,205.4,175.98,92.25,0.2323,28.4
4939,-8.61,203.25,175.25,91.97,0.2779,29.6
4940,2.04,218.15,174.7,91.45,0.302,28.1
4941,5.66,209.25,173.86,91.9,0.0784,28.6
4942,1.97,222.35,170.93,92.58,0.3162,28.2
4943,10.01,228.84,168.91,92.14,0.2431,51.8
4944,0.34,236.33,167.79,91.87,0.1604,26.7
4945,-15.18,177.69,169.56,90.29,0.4032,26.5
4946,-13.38,169.32,170.52,89.71,0.1788,29.3
